model_output,ground_truth,top_20_tokens,top_20_probs,match,match_substring
Pyramid<end_of_turn>,triangle,"['Py', 'Ob', 'Tri', 'Triangle', 'Monument', 'Sp', 'Geometric', 'Angular', 'A', 'Cone', 'Point', 'Pr', 'Apex', 'T', 'Mon', 'Tower', 'Con', 'Te', 'Abstract', 'Chevron']","tensor([9.6257e-01, 2.9933e-02, 7.3198e-03, 1.3109e-04, 1.5071e-05, 6.6210e-06,
        6.2141e-06, 3.8613e-06, 3.1463e-06, 2.3638e-06, 2.2701e-06, 2.2303e-06,
        1.9088e-06, 1.2602e-06, 1.1977e-06, 1.1680e-06, 4.1900e-07, 3.1676e-07,
        2.8823e-07, 2.5784e-07])",False,False
Oval.<end_of_turn>,circle,"['Oval', 'Round', 'Triangle', 'Heart', 'Black', 'Tri', 'Rounded', 'Obl', ' Oval', 'Square', 'Sphere', 'Button', 'oval', 'Sph', 'O', 'Circle', 'T', 'Diamond', 'Brown', 'Rh']","tensor([9.6923e-01, 3.0014e-02, 3.6017e-04, 3.2627e-04, 3.6704e-05, 2.8863e-05,
        2.2733e-06, 1.8015e-06, 1.2980e-06, 7.6597e-07, 1.9969e-07, 1.7336e-07,
        6.8118e-08, 6.2806e-08, 6.0394e-08, 5.9453e-08, 4.0550e-08, 3.8827e-08,
        2.1551e-08, 1.8886e-08])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Square', 'Rectangle', 'Rounded', 'C', 'Obl', 'Cube', 'Squared', ' Rect', 'Box', 'Te', 'Block', 'Cub', 'T', 'S', 'Quadr', 'rectangular', 'Geometric', 'Round', 'Squ']","tensor([9.9656e-01, 3.2102e-03, 2.2830e-04, 9.1822e-08, 7.2330e-08, 2.8772e-08,
        6.9177e-09, 1.5368e-09, 9.4035e-10, 8.4382e-10, 5.2477e-10, 5.1878e-10,
        2.9237e-10, 2.6009e-10, 2.2712e-10, 1.9175e-10, 1.7064e-10, 1.4073e-10,
        1.2522e-10, 1.2336e-10])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'W', 'Circular', 'Sector', 'S', 'C', 'Slice', '**', ' triangular', 'Obl', 'B', 'Round', 'Ir', 'Pie', 'Segment', 'Tra', 'Quarter', 'Circle', 'Wed']","tensor([5.4247e-01, 4.5311e-01, 4.2683e-03, 1.3873e-04, 7.4885e-06, 2.3848e-06,
        1.3563e-06, 8.3578e-07, 2.8918e-07, 4.3270e-08, 2.4328e-08, 1.3787e-08,
        1.1533e-08, 1.1051e-08, 1.0411e-08, 9.4070e-09, 8.2433e-09, 7.4100e-09,
        6.4086e-09, 4.0473e-09])",False,True
Triangles<end_of_turn>,triangle,"['Tri', 'Triangle', 'S', 'tri', 'W', ' Tri', ' triangles', '**', 'TRI', 'Pizza', 'Wed', '<start_of_image>', 'Tr', 'T', 'Right', 'Pieces', 'F', ' wedges', 'wed', ' Wed']","tensor([1.0000e+00, 1.0792e-07, 1.0508e-10, 8.8074e-11, 4.4733e-11, 9.6246e-12,
        1.1523e-12, 6.8972e-13, 3.5596e-13, 1.2180e-13, 4.3359e-14, 2.6888e-14,
        2.6473e-14, 1.1519e-14, 7.0411e-15, 5.1507e-15, 2.5199e-15, 2.3163e-15,
        1.5657e-15, 9.3901e-16])",False,True
Triangle<end_of_turn>,square,"['Triangle', 'Tri', 'Cone', 'Py', 'Con', 'C', 'Diamond', 'T', 'Hex', 'W', 'Point', 'Fold', 'Geometric', 'Square', 'Tent', '**', 'Sail', 'Quadr', 'S', 'Orig']","tensor([9.9143e-01, 8.0514e-03, 3.9849e-04, 1.2035e-04, 1.4552e-06, 7.0149e-07,
        3.3772e-07, 2.9328e-07, 1.2486e-07, 1.2276e-07, 9.5118e-08, 8.0209e-08,
        3.7054e-08, 2.8799e-08, 2.7095e-08, 1.3706e-08, 1.1997e-08, 8.5253e-09,
        7.7699e-09, 7.2636e-09])",False,False
Triangle<end_of_turn>,square,"['Triangle', 'Tri', 'Diamond', 'Tra', 'Equ', 'Rh', 'Quadr', ' Triangle', '**', 'triangle', 'Hex', 'Right', ' triangular', ' Triangular', 'Diagonal', 'Oct', ' triangle', 'Pent', 'Orange', 'F']","tensor([9.9994e-01, 5.7738e-05, 4.9791e-08, 4.5795e-08, 4.9301e-10, 1.2864e-10,
        1.0944e-10, 9.4749e-11, 6.7183e-11, 5.9958e-11, 1.2210e-11, 5.6453e-12,
        3.9587e-13, 3.6025e-13, 2.3834e-13, 2.2711e-13, 2.0982e-13, 1.4783e-13,
        1.1615e-13, 1.0762e-13])",False,False
Triangle<end_of_turn>,triangle,"['Triangle', 'Tri', 'Tra', 'Diamond', ' Triangle', 'Equ', 'triangle', '**', 'Quadr', 'Right', 'Rh', 'Hex', ' triangle', 'Pent', 'Oct', 'Diagonal', 'Orange', '<start_of_image>', 'Square', 'Tr']","tensor([1.0000e+00, 1.1121e-06, 6.3393e-09, 3.8108e-09, 2.4703e-10, 2.3218e-10,
        1.7656e-10, 3.0112e-11, 1.4666e-11, 1.0446e-11, 1.0089e-11, 3.6104e-12,
        5.6250e-13, 1.7062e-13, 1.3170e-13, 1.0506e-13, 8.3296e-14, 7.7599e-14,
        6.5576e-14, 6.2026e-14])",False,True
Dome.<end_of_turn>,square,"['Dome', 'Oct', 'Sphere', 'Sph', 'Dom', 'Round', 'Circular', 'C', 'Oval', 'Square', 'D', 'Py', 'Globe', 'Tower', ' dome', 'Tur', 'G', 'Obl', 'Cup', 'Rounded']","tensor([9.8113e-01, 1.4766e-02, 3.3757e-03, 3.2593e-04, 2.4661e-04, 5.5829e-05,
        4.4111e-05, 3.7688e-05, 1.0504e-05, 1.8550e-06, 1.8327e-06, 8.8286e-07,
        6.9871e-07, 5.9581e-07, 5.1651e-07, 4.7298e-07, 4.6553e-07, 4.2825e-07,
        4.2501e-07, 4.2133e-07])",False,False
Cone<end_of_turn>,triangle,"['Cone', 'Sp', 'Con', 'Tower', 'Ob', 'T', 'Point', 'G', 'Py', '**', 'Tri', 'S', 'C', 'Spiral', 'Fl', 'Need', 'El', 'Obl', 'Oct', 'Te']","tensor([8.1095e-01, 1.5430e-01, 2.8728e-02, 3.2212e-03, 8.7119e-04, 4.7008e-04,
        4.6304e-04, 3.6928e-04, 2.7074e-04, 2.5725e-04, 3.0729e-05, 1.7440e-05,
        1.4954e-05, 8.0379e-06, 5.9600e-06, 5.4276e-06, 2.6170e-06, 2.2010e-06,
        1.7186e-06, 1.4091e-06])",False,False
Star<end_of_turn>,star,"['Star', '**', 'Starburst', 'Here', 'star', 'Pent', '<start_of_image>', 'Stars', 'Start', ' Star', 'Aster', 'Blue', 'Starts', 'Flower', ' star', 'L', 'STAR', '⭐️', 'Diamond', '⭐']","tensor([1.0000e+00, 1.5115e-07, 8.2351e-08, 1.0487e-08, 7.0185e-09, 3.2021e-09,
        1.8925e-09, 1.5122e-09, 9.3812e-10, 7.4477e-10, 6.3459e-10, 5.2324e-10,
        3.6389e-10, 2.6425e-10, 2.3125e-10, 2.2414e-10, 1.8928e-10, 1.7067e-10,
        1.5908e-10, 1.3868e-10])",False,True
Pentagon<end_of_turn>,pentagon,"['Pent', 'Hex', 'Polygon', '**', 'Dec', 'Oct', 'Quadr', 'Tra', 'Diamond', 'pent', 'Here', 'Yellow', 'Ir', 'X', 'Triangle', 'P', ' Pentagon', ' pent', '<start_of_image>', 'Geometric']","tensor([9.9991e-01, 8.5731e-05, 5.1886e-07, 6.5883e-08, 9.6196e-10, 2.2374e-10,
        2.2328e-10, 1.1746e-10, 9.0588e-11, 2.0042e-11, 1.2179e-11, 8.9405e-12,
        7.6113e-12, 6.5066e-12, 3.8914e-12, 3.8581e-12, 2.7435e-12, 2.3685e-12,
        1.1037e-12, 1.0892e-12])",False,True
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'round', ' Round', ' round', 'Rounded', 'Oval', '**', '圆形', 'Circles', '圓', 'Rounding', ' circular', 'circular', 'White', 'Plate', '圆', 'ROUND', '円']","tensor([9.9988e-01, 1.1632e-04, 1.7375e-08, 1.3600e-08, 1.6772e-09, 1.0740e-09,
        3.3380e-10, 1.4027e-10, 1.1515e-10, 4.2092e-12, 3.8771e-12, 3.5665e-12,
        1.7469e-12, 7.9408e-13, 7.2490e-13, 2.6115e-13, 1.9752e-13, 1.1904e-13,
        6.4784e-14, 4.6911e-14])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'Rounded', 'round', ' Round', 'Circles', 'Oval', ' round', '**', 'circular', ' circular', '圓', ' Circular', '圆形', 'Disc', 'Oct', 'Cur', 'Con', 'ROUND']","tensor([9.6771e-01, 3.2268e-02, 2.1900e-05, 3.3335e-08, 2.3291e-08, 3.0564e-09,
        1.5486e-09, 6.4372e-10, 4.8270e-10, 4.5034e-10, 3.5891e-10, 2.2010e-10,
        1.2717e-10, 3.2073e-11, 2.1326e-11, 1.4282e-11, 9.2692e-12, 8.3541e-12,
        3.1835e-12, 3.1763e-12])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Oval', 'Rounded', 'round', ' Round', ' round', 'White', '**', 'Sh', 'Plate', 'Dish', 'Circle', 'ROUND', 'Bowl', 'Rounding', 'Con', 'V', ' Oval', 'O']","tensor([9.9906e-01, 8.8676e-04, 5.1838e-05, 3.3241e-07, 1.7358e-07, 7.5629e-08,
        2.2338e-08, 8.3732e-09, 5.0356e-09, 1.5133e-09, 9.3283e-10, 7.0451e-10,
        6.5775e-10, 1.9681e-10, 1.8796e-10, 1.8706e-10, 1.8706e-10, 1.2734e-10,
        1.0784e-10, 7.7477e-11])",False,False
Disc<end_of_turn>,circle,"['Disc', 'Circle', 'Disk', 'Round', 'Circular', 'Plate', 'Spiral', 'Floral', 'Sphere', 'Sw', 'Med', 'Oval', 'Flower', 'Dish', 'T', 'Bowl', 'Globe', 'O', 'Circles', 'Wh']","tensor([4.3110e-01, 3.3637e-01, 1.4411e-01, 5.6355e-02, 1.6999e-02, 1.4162e-02,
        2.6557e-04, 2.2989e-04, 1.2943e-04, 1.2312e-04, 3.3453e-05, 3.2823e-05,
        1.2914e-05, 9.0069e-06, 8.6387e-06, 8.5065e-06, 7.4192e-06, 5.9522e-06,
        4.3143e-06, 2.9468e-06])",False,False
Oval<end_of_turn>,square,"['Oval', 'Rect', 'Round', 'Rounded', 'Square', 'Obl', 'Bowl', 'Rectangle', 'Circular', 'Cur', 'Ell', 'White', 'Bow', 'O', 'El', 'As', 'Squ', 'Semi', ' Oval', 'Con']","tensor([7.0428e-01, 2.8811e-01, 4.2218e-03, 1.4484e-03, 7.1498e-04, 7.0835e-04,
        3.4748e-04, 8.4888e-05, 5.0555e-05, 1.1148e-05, 4.0239e-06, 3.9730e-06,
        3.6648e-06, 3.2013e-06, 2.3085e-06, 2.1237e-06, 1.6937e-06, 1.1942e-06,
        9.8996e-07, 9.4732e-07])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Square', 'Obl', '**', 'Quadr', ' Rect', ' rectangular', 'rectangular', 'B', 'Ret', 'Brick', 'S', 'Squ', 'Ir', 'rectangle', ' rectangle', 'Sub', ' Rectangle', 'Geometric']","tensor([9.1256e-01, 8.7391e-02, 4.8361e-05, 2.5238e-07, 5.6022e-08, 3.7633e-08,
        6.1500e-09, 5.9273e-09, 3.1912e-09, 2.1268e-09, 1.2267e-09, 1.0704e-09,
        3.8671e-10, 3.6043e-10, 3.3156e-10, 2.4319e-10, 1.4669e-10, 9.5832e-11,
        7.8132e-11, 3.3531e-11])",False,False
Round<end_of_turn>,heart,"['Round', 'C', 'Circular', 'round', 'Rounded', '**', 'Square', '圓', ' round', ' Round', 'Circle', '圆', 'Oval', 'Cake', '圆形', 'P', 'Obl', 'Layer', 'Ann', 'Sph']","tensor([9.9972e-01, 2.7769e-04, 8.5938e-07, 3.3564e-08, 2.4526e-08, 2.2580e-08,
        3.2705e-09, 1.7073e-09, 1.0883e-09, 7.7445e-10, 7.0040e-10, 2.6585e-10,
        1.0587e-10, 9.7334e-11, 5.1924e-11, 4.6365e-11, 3.0755e-11, 2.8954e-11,
        2.4207e-11, 1.7477e-11])",False,False
Diamond<end_of_turn>,star,"['Diamond', 'Star', 'Flower', 'Delta', 'Hex', 'Starburst', 'Spiral', 'Par', '**', 'Cross', 'Sail', 'Tet', 'Daisy', 'Rh', 'diamond', 'S', 'Mult', 'Ed', 'Eight', 'Emerald']","tensor([9.9124e-01, 7.0703e-03, 1.3818e-03, 2.3046e-04, 4.2675e-05, 5.3755e-06,
        4.4863e-06, 3.2799e-06, 3.2545e-06, 2.5446e-06, 2.5024e-06, 2.4715e-06,
        2.0729e-06, 9.9585e-07, 5.8524e-07, 5.1593e-07, 5.0718e-07, 5.0112e-07,
        3.9795e-07, 3.3790e-07])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'round', 'Circle', ' round', ' Round', 'Rounded', '**', 'Oval', 'White', '圓', '圆形', 'Circles', 'ROUND', 'Rounding', 'Plate', '<start_of_image>', ' circular', '圆', 'Here']","tensor([9.9998e-01, 2.3279e-05, 3.1753e-08, 6.0779e-09, 5.9999e-09, 4.5817e-09,
        2.0269e-09, 1.2347e-09, 6.3559e-10, 5.9383e-11, 8.9841e-12, 7.6488e-12,
        2.6299e-12, 2.5872e-12, 2.2652e-12, 1.5180e-12, 8.8998e-13, 8.0294e-13,
        6.2705e-13, 5.5184e-13])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Square', 'Quadr', 'Obl', 'Tra', 'Ir', 'S', 'Geometric', ' Rect', 'rectangular', '**', 'T', 'Squared', ' rectangular', 'Squ', 'C', 'Triangle', 'Quadrant', 'rectangle']","tensor([9.4722e-01, 3.8304e-02, 9.5639e-03, 4.9118e-03, 1.3116e-06, 3.9882e-07,
        6.7732e-08, 3.3397e-08, 2.2248e-08, 8.3407e-09, 8.2886e-09, 6.3091e-09,
        4.2197e-09, 2.1770e-09, 2.0264e-09, 1.7075e-09, 1.5290e-09, 6.6764e-10,
        5.1925e-10, 2.9812e-10])",False,False
Square<end_of_turn>,square,"['Square', 'Rect', 'Tier', 'Layer', 'Stacked', 'Rectangle', 'T', 'Squared', 'Two', ' Rect', 'rectangular', 'Three', 'Block', 'square', 'Stack', 'Obl', 'Geometric', 'Rounded', '**', 'Cub']","tensor([7.7146e-01, 2.2396e-01, 1.9964e-03, 1.0670e-03, 9.5595e-04, 5.2665e-04,
        1.6616e-05, 1.5982e-05, 8.9004e-07, 3.4831e-07, 3.3389e-07, 1.3150e-07,
        1.1240e-07, 9.4901e-08, 9.0281e-08, 8.4532e-08, 6.7165e-08, 6.3336e-08,
        5.6366e-08, 5.6186e-08])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Vertical', 'Tri', 'Tall', 'Botan', 'Square', 'Rectangle', 'Geometric', 'Oval', 'Floral', 'C', 'Green', 'Squares', 'Leaf', 'Plants', 'Pictures', 'Triangle', 'Abstract', 'Long', 'Succ']","tensor([9.7165e-01, 1.4611e-02, 5.3542e-03, 3.4175e-03, 2.0691e-03, 1.6231e-03,
        7.0323e-04, 1.7781e-04, 1.1812e-04, 9.8920e-05, 7.4896e-05, 3.6982e-05,
        2.3546e-05, 6.9751e-06, 5.4548e-06, 4.4222e-06, 3.5614e-06, 2.3803e-06,
        2.1850e-06, 1.9503e-06])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'round', ' round', ' Round', 'White', 'Rounded', '**', 'Oval', 'Circles', '圓', '圆形', 'Rounding', 'Plate', 'Flat', '圆', 'Here', 'ROUND', ' circular']","tensor([9.9997e-01, 2.9270e-05, 3.3794e-08, 4.7233e-09, 1.7143e-09, 1.5352e-09,
        1.3785e-09, 6.5541e-10, 2.9827e-10, 2.0819e-10, 9.2092e-12, 4.7802e-12,
        2.1334e-12, 1.0017e-12, 8.6054e-13, 8.3659e-13, 6.4975e-13, 3.8136e-13,
        2.5116e-13, 2.2370e-13])",False,False
Oval<end_of_turn>,square,"['Oval', 'Round', 'Circular', 'Obl', 'O', 'Rounded', 'Rect', ' Oval', 'El', 'Ir', 'Sh', 'Te', 'Ell', 'Squ', 'Square', 'Cur', 'Oct', 'Ellipse', 'White', 'Rectangle']","tensor([9.9675e-01, 3.1947e-03, 3.6701e-05, 1.2424e-05, 3.3243e-06, 2.2725e-06,
        7.1774e-07, 5.1597e-07, 1.2708e-07, 3.5394e-08, 2.5139e-08, 2.0754e-08,
        1.7380e-08, 1.6945e-08, 1.4426e-08, 8.5300e-09, 7.8898e-09, 5.7345e-09,
        4.4511e-09, 4.3259e-09])",False,False
Circle.<end_of_turn>,circle,"['Circle', 'Circular', 'Disk', 'Disc', 'Sun', 'Rising', 'Round', ' circle', '**', 'Circles', 'Here', 'Red', 'Sphere', 'circle', 'O', ' Circle', 'Okay', 'Cherry', '圓', 'Japan']","tensor([1.0000e+00, 7.7029e-07, 6.0991e-07, 4.0985e-07, 2.6934e-07, 1.7908e-07,
        4.6737e-08, 4.1749e-08, 2.5887e-08, 2.4841e-08, 2.4093e-08, 6.4557e-09,
        4.4060e-09, 2.0513e-09, 1.6874e-09, 1.2177e-09, 7.8007e-10, 4.8677e-10,
        4.1254e-10, 2.5771e-10])",False,True
Circle<end_of_turn>,circle,"['Circle', 'Ring', 'Tor', 'Spiral', 'Loop', 'T', 'Circular', 'Halo', 'Don', '環', 'Helix', 'Ann', 'Ho', '环', 'D', 'Circles', 'Ellipse', 'Bracelet', 'O', ' circle']","tensor([9.1888e-01, 4.9407e-02, 2.7955e-02, 1.6593e-03, 9.4077e-04, 8.3232e-04,
        2.2941e-04, 2.5553e-05, 2.1578e-05, 1.2600e-05, 9.5573e-06, 7.8270e-06,
        3.5194e-06, 2.4413e-06, 2.3750e-06, 1.1805e-06, 1.1255e-06, 1.0680e-06,
        9.7737e-07, 4.7396e-07])",False,True
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', 'Square', 'Geometric', 'Obl', 'Round', 'White', 'Squ', 'Rounded', 'Flat', ' rectangular', 'Quadr', '**', 'Te', 'Oval', 'rectangular', 'Tra', 'Horizontal', ' Rect', 'Circular']","tensor([5.0897e-01, 4.1324e-01, 7.7760e-02, 1.3422e-05, 6.6892e-06, 4.5172e-06,
        3.9713e-06, 8.0415e-07, 6.0869e-07, 5.8363e-07, 1.6245e-07, 1.3246e-07,
        1.2485e-07, 9.7748e-08, 9.4878e-08, 8.1052e-08, 6.7117e-08, 6.6030e-08,
        5.5712e-08, 5.5319e-08])",False,False
Octagon<end_of_turn>,circle,"['Oct', 'Hex', 'Square', 'Diamond', 'Triangle', 'Tri', 'Tra', 'Quadr', 'Obl', 'Circular', 'Rh', 'Polygon', 'Pent', 'C', 'Rect', 'Arrow', 'Rectangle', 'Rounded', 'Round', '**']","tensor([2.9628e-01, 2.2971e-01, 1.3903e-01, 1.3460e-01, 8.5408e-02, 3.8631e-02,
        3.6796e-02, 2.4038e-02, 5.5256e-03, 4.6048e-03, 2.6038e-03, 7.0793e-04,
        6.5020e-04, 5.4703e-04, 2.5782e-04, 1.3145e-04, 1.1609e-04, 1.0276e-04,
        6.6340e-05, 4.6392e-05])",False,False
Rectangular<end_of_turn>,square,"['Rect', 'Rectangle', ' Rect', 'Geometric', 'Square', 'Quadr', 'Block', 'Cub', 'rectangular', 'Box', 'Modern', ' rectangular', 'Linear', '**', 'Brick', 'Ir', 'Obl', 'Horizontal', 'Cube', 'El']","tensor([9.9998e-01, 1.6680e-05, 1.2546e-07, 5.9259e-08, 6.3866e-09, 3.9091e-09,
        5.1288e-10, 3.0085e-10, 1.2674e-10, 1.0036e-10, 6.6521e-11, 6.2297e-11,
        5.3798e-11, 4.9550e-11, 4.3719e-11, 3.5698e-11, 3.3943e-11, 2.8822e-11,
        2.1474e-11, 2.0194e-11])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'Oval', '**', '圆形', 'round', 'Circles', 'Disc', ' round', 'Disk', 'Rounded', '圓', ' Round', 'circle', 'O', ' circular', 'Pizza', 'circular', ' circle']","tensor([8.6616e-01, 1.0637e-01, 2.7471e-02, 2.5397e-07, 1.8932e-08, 9.8252e-09,
        6.3924e-09, 3.9553e-09, 9.3087e-10, 8.1577e-10, 7.6146e-10, 5.7980e-10,
        3.6684e-10, 2.2189e-10, 1.0336e-10, 9.7627e-11, 9.0303e-11, 5.1735e-11,
        4.3822e-11, 3.6194e-11])",False,False
Round<end_of_turn>,circle,"['Round', 'Circular', 'Circle', 'round', 'Oval', 'Rounded', ' Round', ' round', 'White', 'Circles', '**', '圆形', 'Plate', '圓', 'Rounding', 'O', 'Square', 'Red', ' circular', 'ROUND']","tensor([9.9971e-01, 2.9321e-04, 4.5230e-07, 1.1687e-08, 8.1657e-09, 6.6876e-09,
        2.8617e-09, 1.2573e-09, 2.4350e-10, 2.0949e-10, 6.0870e-11, 2.5393e-11,
        9.7917e-12, 7.2612e-12, 3.8481e-12, 2.0655e-12, 1.6664e-12, 1.6426e-12,
        1.4388e-12, 1.3718e-12])",False,False
Diamond<end_of_turn>,triangle,"['Diamond', 'Delta', 'Triangle', '**', 'Rh', 'Arrow', 'Tri', 'diamond', 'T', 'D', 'S', 'Dragon', 'Dart', 'K', 'M', 'triangle', 'Here', ' Diamond', 'Ch', 'Te']","tensor([9.9667e-01, 2.0012e-03, 1.3277e-03, 7.5628e-07, 6.2941e-07, 3.6102e-07,
        3.4031e-08, 3.0161e-08, 1.8371e-08, 1.7083e-08, 3.6575e-09, 3.6226e-09,
        3.0625e-09, 2.2184e-09, 1.9711e-09, 1.5332e-09, 1.4297e-09, 1.1306e-09,
        1.1061e-09, 1.0638e-09])",False,False
Square<end_of_turn>,square,"['Square', 'Round', 'Circular', 'Squ', 'Rounded', 'Oct', 'Oval', 'Squared', 'Hex', 'Rect', 'W', 'Rectangle', ' Square', 'R', 'round', 'Obl', 'C', 'Circle', '**', ' Round']","tensor([6.7880e-01, 3.2118e-01, 7.1450e-06, 3.5577e-06, 3.2802e-06, 2.7330e-06,
        2.3922e-06, 6.5235e-08, 4.2285e-08, 2.2792e-08, 7.9370e-09, 4.4313e-09,
        3.8652e-09, 3.4670e-09, 3.1083e-09, 2.9036e-09, 2.8236e-09, 2.3962e-09,
        1.8372e-09, 1.8099e-09])",False,True
Square<end_of_turn>,square,"['Square', 'Rect', 'Quadr', 'Circular', 'Round', 'Rectangle', 'Oct', 'Hex', 'Obl', 'Squared', 'square', 'Cor', 'Box', 'Oval', 'Squares', 'Circle', ' Square', 'Squ', '**', 'S']","tensor([9.7817e-01, 2.1705e-02, 6.4294e-05, 4.3340e-05, 8.3036e-06, 3.2137e-06,
        3.7550e-07, 3.7579e-08, 3.4226e-08, 4.9886e-09, 3.0130e-09, 1.0662e-09,
        5.4669e-10, 5.3914e-10, 4.7034e-10, 3.3878e-10, 3.2423e-10, 2.0308e-10,
        1.4872e-10, 1.3806e-10])",False,True
Star<end_of_turn>,star,"['Star', '**', 'Starburst', 'Here', 'Diamond', ' Star', '<start_of_image>', 'Start', 'Heart', 'Square', 'Flower', 'Stars', 'Pent', 'Hex', 'star', 'L', 'Pl', 'Triangle', 'Circle', 'Rh']","tensor([1.0000e+00, 5.8243e-07, 2.7997e-07, 1.1985e-07, 4.4770e-08, 3.2451e-08,
        1.9762e-08, 1.8625e-08, 1.8072e-08, 1.4214e-08, 9.0799e-09, 8.1026e-09,
        7.2676e-09, 4.9102e-09, 3.7142e-09, 3.6325e-09, 2.4655e-09, 2.1931e-09,
        2.0613e-09, 1.8634e-09])",False,True
Diamond<end_of_turn>,square,"['Diamond', 'Quadr', 'Rh', 'Square', ' Diamond', 'Yellow', '**', 'Hex', 'diamond', 'Triangle', 'Diagonal', 'Polygon', 'Diamonds', ' diamond', 'Tra', 'Oct', 'Pent', 'P', 'Lo', '<start_of_image>']","tensor([1.0000e+00, 1.2756e-08, 3.3257e-09, 1.9334e-09, 2.3658e-10, 1.9476e-10,
        1.3763e-11, 9.8316e-12, 7.5630e-12, 1.2144e-12, 2.9567e-13, 1.4717e-13,
        1.2964e-13, 7.8008e-14, 7.1394e-14, 4.1299e-14, 3.3646e-14, 2.5188e-15,
        1.0171e-15, 9.4425e-16])",False,False
Square<end_of_turn>,square,"['Square', 'Rect', 'Quadr', 'Squared', 'Squ', '**', 'Geometric', ' Square', 'Squares', 'square', 'Ir', 'Sq', 'Obl', 'Rectangle', 'White', 'Here', 'Angular', ' square', 'Oval', 'S']","tensor([1.0000e+00, 2.1833e-08, 2.1371e-08, 1.2967e-08, 1.6706e-09, 7.2663e-11,
        5.8433e-11, 2.5924e-11, 1.5598e-11, 7.1623e-12, 5.7500e-12, 4.1796e-13,
        3.8181e-13, 2.6886e-13, 2.1803e-13, 2.1168e-13, 1.9052e-13, 1.8098e-13,
        1.4833e-13, 1.0662e-13])",False,True
Round.<end_of_turn>,circle,"['Round', 'Circular', 'Rounded', 'Bowl', 'Sph', 'Ir', 'Cur', 'Con', 'Oval', ' Round', 'Rustic', 'round', '**', 'C', 'O', 'Sp', 'Hem', ' round', 'ROUND', 'Rough']","tensor([9.9395e-01, 3.6392e-03, 2.3379e-03, 6.0400e-05, 6.3011e-06, 3.1341e-06,
        2.5265e-06, 5.0520e-07, 4.4940e-07, 2.9302e-07, 2.7518e-07, 1.8752e-07,
        8.9436e-08, 8.6035e-08, 6.3898e-08, 3.1415e-08, 2.9102e-08, 2.6453e-08,
        2.5452e-08, 2.3416e-08])",False,False
Heart<end_of_turn>,heart,"['Heart', 'Hearts', ' hearts', ' Heart', 'heart', 'Hear', ' heart', ' Hearts', 'Ginger', 'Circles', '**', 'Or', 'Lo', 'hearts', 'Here', 'Herz', 'Oval', 'Sweet', 'Cookie', 'Ornament']","tensor([9.9953e-01, 4.6534e-04, 1.2512e-08, 7.4642e-10, 6.3186e-10, 5.3235e-10,
        1.5840e-10, 1.2739e-10, 3.5373e-11, 2.6226e-11, 2.1521e-11, 1.5692e-11,
        1.1952e-11, 1.0707e-11, 9.1459e-12, 7.2541e-12, 6.7121e-12, 6.2139e-12,
        5.8426e-12, 4.9903e-12])",False,True
Irregular<end_of_turn>,square,"['Ir', 'As', 'Abstract', 'Organic', 'Jag', 'Une', 'Hex', 'Fract', 'Oct', 'Quadr', 'Rough', 'Angular', 'Square', 'Fragment', 'irregular', ' Ir', 'Geometric', 'Rect', 'Free', 'Cr']","tensor([9.9895e-01, 1.0239e-03, 2.1290e-05, 6.8930e-07, 5.7422e-07, 5.2922e-07,
        3.4671e-07, 2.5178e-07, 2.4302e-07, 2.2325e-07, 1.5922e-07, 1.3577e-07,
        1.2071e-07, 9.8366e-08, 7.5219e-08, 7.3190e-08, 6.4573e-08, 4.3092e-08,
        4.0436e-08, 3.2956e-08])",False,False
Heart<end_of_turn>,heart,"['Heart', 'Hearts', 'Here', 'heart', ' Heart', '**', 'Hear', ' heart', ' hearts', '<start_of_image>', '❤️', 'Shape', 'Pink', '<', 'The', 'Love', 'It', 'Valentine', ' Hearts', 'Sweet']","tensor([9.9999e-01, 6.6894e-06, 6.7009e-07, 4.0852e-08, 2.8687e-08, 2.1622e-08,
        2.0419e-08, 1.4122e-08, 8.5034e-09, 2.3034e-09, 1.2664e-09, 4.4530e-10,
        4.4408e-10, 3.5226e-10, 1.3597e-10, 6.0795e-11, 6.0323e-11, 5.1519e-11,
        5.0869e-11, 4.0233e-11])",False,True
