model_output,ground_truth,top_20_tokens,top_20_probs,match,match_substring
 triangle<|im_end|>,square,"['triangle', 'square', 'cone', 'tri', 'rectangle', 'd', 'tr', 'py', 'round', 'circle', 'con', 't', 'rect', 'hex', 'p', 'oct', 's', 'none', ' triangle', 'star']","tensor([8.2684e-01, 7.8831e-02, 1.9249e-02, 1.8216e-02, 8.8648e-03, 7.0140e-03,
        5.9165e-03, 5.0959e-03, 3.7332e-03, 2.6752e-03, 1.8480e-03, 1.2683e-03,
        1.0004e-03, 9.5151e-04, 8.1693e-04, 7.3555e-04, 6.1854e-04, 6.1560e-04,
        5.7096e-04, 5.3218e-04])",False,False
 triangle<|im_end|>,square,"['triangle', 'rectangle', 'square', 'd', 'rect', 'tri', 'tr', 'hex', 'circle', 'round', 'oct', 'pent', 't', 'oval', 'p', 'ob', ' triangle', 'Triangle', 'arrow', 'Square']","tensor([5.2299e-01, 2.5789e-01, 1.1296e-01, 2.4965e-02, 2.4002e-02, 2.2013e-02,
        1.0629e-02, 6.2660e-03, 1.6674e-03, 1.4144e-03, 1.1344e-03, 6.9722e-04,
        4.9970e-04, 4.9345e-04, 4.6590e-04, 4.1907e-04, 3.2101e-04, 2.7361e-04,
        2.6904e-04, 2.1955e-04])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'd', 'tri', 'tr', 'rectangle', 'square', 'hex', 'circle', 'round', 'pent', 't', 'rect', 'Triangle', ' triangle', 'p', 'arrow', 'oct', 'trip', 'right', 'cross']","tensor([9.4756e-01, 2.4096e-02, 1.3482e-02, 4.6383e-03, 2.8503e-03, 2.0600e-03,
        7.6868e-04, 4.0106e-04, 2.7099e-04, 2.2712e-04, 1.9785e-04, 1.9005e-04,
        1.8117e-04, 1.7870e-04, 1.7083e-04, 1.6707e-04, 1.5659e-04, 9.4775e-05,
        4.8589e-05, 4.8028e-05])",False,True
 square<|im_end|>,square,"['square', 'round', 'd', 'rectangle', 'oct', 'triangle', 'rect', 'circle', 'py', 'flat', 'dom', 'tri', 'c', 'gold', 'oval', 'hex', 'point', 'rounded', 't', 's']","tensor([0.3700, 0.1913, 0.1815, 0.0298, 0.0283, 0.0191, 0.0165, 0.0152, 0.0128,
        0.0123, 0.0114, 0.0109, 0.0092, 0.0081, 0.0061, 0.0061, 0.0054, 0.0046,
        0.0045, 0.0045])",False,True
 triangle<|im_end|>,triangle,"['triangle', 'tri', 't', 'square', 'rect', 'rectangle', 'point', 'py', 'sp', 'tr', 'round', 'cone', 'p', 'c', 'st', 'ch', 'trip', 'd', 'long', 'hex']","tensor([0.5997, 0.1349, 0.0681, 0.0468, 0.0324, 0.0234, 0.0185, 0.0106, 0.0081,
        0.0074, 0.0042, 0.0019, 0.0019, 0.0019, 0.0018, 0.0017, 0.0015, 0.0014,
        0.0013, 0.0013])",False,True
 star<|im_end|>,star,"['star', 'stars', 'triangle', 'Star', '星', ' star', 'st', 'circle', 'd', 'square', 'aster', 'blue', 'rectangle', 'round', 'p', 'cross', '5', '-star', 'hex', 'pent']","tensor([9.9825e-01, 3.8158e-04, 2.3243e-04, 1.9828e-04, 1.5438e-04, 1.0441e-04,
        7.3746e-05, 5.8568e-05, 4.3589e-05, 3.0977e-05, 2.6764e-05, 2.1488e-05,
        2.0697e-05, 1.4837e-05, 1.4655e-05, 1.4608e-05, 1.0787e-05, 1.0653e-05,
        9.9246e-06, 9.0859e-06])",False,True
 hexagon<|im_end|>,pentagon,"['hex', 'oct', 'Hex', 'd', 'triangle', 'square', 'rectangle', 'pent', 'Oct', 'He', 'Square', 'p', 'Rectangle', 'D', 'P', 'Triangle', 'tri', 'round', 'he', 'Rect']","tensor([0.2514, 0.1685, 0.1122, 0.0789, 0.0691, 0.0392, 0.0341, 0.0339, 0.0290,
        0.0199, 0.0186, 0.0164, 0.0144, 0.0105, 0.0104, 0.0100, 0.0067, 0.0060,
        0.0058, 0.0041])",False,False
 round<|im_end|>,circle,"['round', 'Round', 'circle', 'Circle', 'C', 'oval', 'O', 'square', 'circ', 'white', 'c', 'rectangle', 'White', 'rounded', 'Square', 'triangle', 'Rectangle', '圆形', ' round', 'ROUND']","tensor([6.4955e-01, 1.8031e-01, 1.2032e-01, 8.3810e-03, 7.0445e-03, 6.0900e-03,
        4.9239e-03, 3.6090e-03, 2.2061e-03, 1.6164e-03, 1.4680e-03, 1.1276e-03,
        1.0744e-03, 9.8329e-04, 9.5626e-04, 6.4743e-04, 5.9014e-04, 5.4746e-04,
        5.1353e-04, 3.9373e-04])",False,False
 round<|im_end|>,circle,"['round', 'oval', 'square', 'circle', 'rectangle', 'triangle', 'rect', 'heart', 'oct', 'd', 'circ', 'rounded', 'hex', 'c', 'black', 'ob', 'ell', 'tr', 'tri', 'sem']","tensor([4.7759e-01, 1.8370e-01, 1.5948e-01, 1.2948e-01, 1.7597e-02, 8.3304e-03,
        4.5388e-03, 4.4807e-03, 1.3688e-03, 1.2566e-03, 9.2131e-04, 7.9935e-04,
        7.8015e-04, 7.6324e-04, 6.9938e-04, 3.7183e-04, 3.6988e-04, 2.8067e-04,
        2.6943e-04, 2.6037e-04])",False,False
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'square', 'rectangle', 'c', 'white', 'circ', 'rounded', 'plate', 'triangle', 'heart', 'rect', '圆', 'o', 'd', '圆形', 'ob', 'ell', 'Round']","tensor([6.8477e-01, 1.5853e-01, 1.3457e-01, 8.7938e-03, 2.4254e-03, 1.5240e-03,
        9.3105e-04, 9.2972e-04, 8.2458e-04, 7.6896e-04, 6.1620e-04, 5.8450e-04,
        5.4385e-04, 2.8603e-04, 1.9115e-04, 1.8189e-04, 1.5550e-04, 1.4884e-04,
        1.3716e-04, 1.1963e-04])",False,False
 circle<|im_end|>,circle,"['circle', 'round', 'oval', 'fr', 'rectangle', 'square', 'disc', 'circ', 'heart', 'none', 'triangle', 'd', 'frame', 'c', 'ring', 'disk', 'rounded', 'ell', ' circle', 'star']","tensor([7.3678e-01, 1.7988e-01, 3.0774e-02, 1.7742e-02, 2.7605e-03, 2.7420e-03,
        2.3271e-03, 2.1598e-03, 1.8451e-03, 1.7967e-03, 1.7767e-03, 1.6488e-03,
        1.6225e-03, 1.0816e-03, 7.2131e-04, 5.7896e-04, 5.3950e-04, 5.2056e-04,
        4.0646e-04, 2.6697e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'oval', 'rect', 'round', 'hex', 'triangle', 'oct', 'ob', 'tri', 'circle', 'o', 'rounded', 'b', 'd', 'heart', 'half', 'white', ' rectangular', 'cur']","tensor([0.3214, 0.3202, 0.1666, 0.0756, 0.0548, 0.0112, 0.0082, 0.0042, 0.0035,
        0.0021, 0.0019, 0.0014, 0.0013, 0.0011, 0.0011, 0.0010, 0.0009, 0.0008,
        0.0008, 0.0008])",False,False
 square<|im_end|>,square,"['square', 'round', 'rectangle', 'circle', 'rect', 'oval', 'triangle', 'Square', 'Rectangle', 'Rect', 'rounded', 'c', 'ob', 'Round', ' rectangular', 'oct', 'tri', 'circ', 'd', 'heart']","tensor([5.4072e-01, 1.9861e-01, 1.2836e-01, 4.2384e-02, 4.0458e-02, 1.9735e-02,
        5.1468e-03, 2.8600e-03, 1.8257e-03, 1.3177e-03, 1.1096e-03, 1.0779e-03,
        1.0153e-03, 9.5011e-04, 8.0353e-04, 5.7905e-04, 5.7488e-04, 5.4103e-04,
        5.0410e-04, 4.7827e-04])",False,True
 round<|im_end|>,heart,"['round', 'circle', 'heart', 'square', 'rectangle', 'oval', 'rect', 'rounded', 'c', 'triangle', 'circ', 'd', 'oct', 'hex', 'cake', '圆', 'b', 'he', 'ring', 'r']","tensor([7.3821e-01, 9.2155e-02, 8.9002e-02, 3.9265e-02, 1.7223e-02, 8.3639e-03,
        2.6922e-03, 1.5928e-03, 1.0637e-03, 1.0129e-03, 8.6078e-04, 7.7309e-04,
        5.6412e-04, 5.1766e-04, 2.8090e-04, 2.4765e-04, 2.0747e-04, 2.0596e-04,
        1.1250e-04, 1.0654e-04])",False,False
 star<|im_end|>,star,"['star', 'd', 'triangle', 'round', 'square', 'Star', 'stars', 'cross', ' star', 'st', 'pent', 'oct', 'hex', 'flower', 'p', '星', 'circle', 'heart', 'aster', 'blue']","tensor([9.2968e-01, 2.5149e-02, 5.6800e-03, 3.3720e-03, 3.3569e-03, 3.1301e-03,
        2.9107e-03, 2.4280e-03, 1.4431e-03, 1.4171e-03, 1.3382e-03, 1.3145e-03,
        1.2815e-03, 9.8366e-04, 8.1426e-04, 7.7234e-04, 5.3500e-04, 3.6725e-04,
        3.6391e-04, 3.4007e-04])",False,True
 round<|im_end|>,circle,"['round', 'circle', 'Round', 'oval', 'square', 'O', 'circ', 'Circle', 'white', 'rounded', 'rectangle', 'c', 'Square', 'triangle', 'C', 'heart', ' round', 'rect', '圆形', '圆']","tensor([7.7042e-01, 1.3589e-01, 3.3567e-02, 2.3053e-02, 1.4166e-02, 3.5975e-03,
        1.9145e-03, 1.6522e-03, 1.4614e-03, 1.3193e-03, 1.2339e-03, 1.1499e-03,
        1.0938e-03, 1.0487e-03, 9.0521e-04, 4.4521e-04, 3.4000e-04, 3.2459e-04,
        2.6430e-04, 2.5587e-04])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'round', 'triangle', 'rect', 'circle', 'oval', 'tri', 'heart', 'd', 'oct', 'ob', 'p', 'tr', 'Square', ' rectangular', 'half', 'Rectangle', 'hex', ' rectangle']","tensor([6.0596e-01, 1.5559e-01, 1.0158e-01, 4.7265e-02, 4.2562e-02, 1.2740e-02,
        1.2707e-02, 2.5829e-03, 1.4675e-03, 1.2532e-03, 9.7635e-04, 8.6299e-04,
        6.6272e-04, 6.4181e-04, 6.3217e-04, 5.5436e-04, 5.2732e-04, 4.8554e-04,
        4.3459e-04, 4.0765e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'round', 'heart', 'triangle', 'oval', 'Square', ' rectangular', 'Rectangle', 'box', 'tri', 'w', 'rounded', 'circle', 'layer', 'white', 'cube', 's', 'd']","tensor([4.7384e-01, 4.1535e-01, 8.3399e-02, 6.5692e-03, 2.6951e-03, 2.6256e-03,
        1.0607e-03, 7.9934e-04, 7.9244e-04, 7.5831e-04, 5.8021e-04, 4.7166e-04,
        4.2583e-04, 3.6282e-04, 3.6028e-04, 3.3003e-04, 3.1386e-04, 3.0831e-04,
        2.6477e-04, 2.4345e-04])",False,False
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'frame', 's', 'oval', 'round', 'circle', 'triangle', 'fr', 'picture', 'vertical', 'Square', '3', 'tri', 'sqrt', 'none', 'frames', 'c', ' rectangular']","tensor([7.6736e-01, 1.7535e-01, 2.2797e-02, 7.9940e-03, 4.3460e-03, 3.5402e-03,
        2.5667e-03, 2.0168e-03, 1.5731e-03, 7.5906e-04, 7.3327e-04, 3.9720e-04,
        3.8682e-04, 3.7074e-04, 3.3836e-04, 3.3000e-04, 3.2187e-04, 2.9817e-04,
        2.9500e-04, 2.7372e-04])",False,True
 round<|im_end|>,circle,"['round', 'circle', 'Round', 'square', 'Square', 'oval', 'Circle', 'O', 'rectangle', 'C', 'white', 'circ', 'Rectangle', 'rounded', 'Rect', 'rect', 'triangle', 'c', 'White', ' round']","tensor([5.9411e-01, 1.7652e-01, 1.0953e-01, 6.1143e-02, 1.1937e-02, 9.9517e-03,
        6.0331e-03, 4.9811e-03, 4.0751e-03, 2.4657e-03, 1.5692e-03, 1.4586e-03,
        1.4104e-03, 1.3067e-03, 1.1531e-03, 1.0004e-03, 9.2428e-04, 9.0639e-04,
        6.2809e-04, 5.4460e-04])",False,False
 oval<|im_end|>,square,"['oval', 'square', 'rectangle', 'round', 'rect', 'circle', 'heart', 'white', 'ob', 'triangle', 'd', 'ell', 'oct', 'hex', 'long', 'rounded', 'Square', 'o', ' rectangular', 'c']","tensor([4.2194e-01, 2.6088e-01, 1.9381e-01, 8.2136e-02, 1.3700e-02, 1.0212e-02,
        4.7515e-03, 1.3774e-03, 1.2203e-03, 9.5916e-04, 8.4974e-04, 5.7171e-04,
        5.2730e-04, 4.9769e-04, 4.8660e-04, 3.4238e-04, 3.2529e-04, 2.6870e-04,
        2.3778e-04, 1.8179e-04])",False,False
 circle<|im_end|>,circle,"['circle', 'round', 'star', 'oval', 'circ', 'red', 'triangle', 'heart', 'rectangle', 'c', 'stars', 'ell', 'd', 'square', 'sun', 'cross', ' circle', 'p', 'st', 'oct']","tensor([8.9734e-01, 5.0609e-02, 2.6255e-02, 4.3583e-03, 2.3817e-03, 1.6805e-03,
        1.5470e-03, 1.4056e-03, 1.3073e-03, 8.1151e-04, 7.8297e-04, 7.5604e-04,
        7.0591e-04, 6.6733e-04, 6.1648e-04, 4.6547e-04, 3.7313e-04, 3.1560e-04,
        2.0704e-04, 1.9338e-04])",False,True
 circle<|im_end|>,circle,"['circle', 'ring', 'round', 'circ', 'c', 'oval', 'd', 'Circle', 'heart', 'C', 'r', ' circle', 'O', 'don', 'ell', 'sp', 'cir', 'square', 'wheel', 'triangle']","tensor([8.7160e-01, 4.4198e-02, 4.2093e-02, 8.5713e-03, 5.8132e-03, 5.6349e-03,
        1.6285e-03, 1.5503e-03, 1.3638e-03, 1.0508e-03, 9.7290e-04, 8.7030e-04,
        6.1205e-04, 5.9575e-04, 4.9413e-04, 4.3881e-04, 4.3157e-04, 3.2832e-04,
        3.2551e-04, 2.7446e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'round', 'rect', 'oval', 'circle', 'triangle', 'long', 'Rectangle', ' rectangular', 'ob', 'Square', 'oct', 'hex', 'd', ' rectangle', 'rounded', 'c', 'white', ' square']","tensor([5.1499e-01, 3.7573e-01, 4.9758e-02, 3.3933e-02, 1.2920e-02, 3.5157e-03,
        8.3721e-04, 5.1605e-04, 5.1552e-04, 4.5438e-04, 3.7793e-04, 3.6325e-04,
        2.5824e-04, 2.1429e-04, 2.1377e-04, 1.9607e-04, 1.8537e-04, 1.7568e-04,
        1.6223e-04, 1.3956e-04])",False,False
 triangle<|im_end|>,circle,"['triangle', 'd', 'tri', 'square', 'round', 'rectangle', 'circle', 'hex', 'rect', 'oct', 'tr', 'arrow', 'p', 'c', 'cone', 'pent', 'blue', 'oval', 'red', 'circ']","tensor([0.4322, 0.1342, 0.1063, 0.0733, 0.0666, 0.0414, 0.0367, 0.0241, 0.0177,
        0.0104, 0.0084, 0.0027, 0.0023, 0.0019, 0.0016, 0.0016, 0.0015, 0.0015,
        0.0013, 0.0011])",False,False
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'box', 'building', 'round', 'triangle', ' rectangular', 'Rectangle', 'l', 'hex', 'tri', 'oval', 'c', 'd', 'p', 'vertical', 'long', 'circle', 'cube']","tensor([0.4450, 0.3291, 0.1471, 0.0220, 0.0135, 0.0049, 0.0027, 0.0026, 0.0013,
        0.0009, 0.0009, 0.0009, 0.0009, 0.0008, 0.0007, 0.0007, 0.0007, 0.0007,
        0.0006, 0.0006])",False,False
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'square', 'c', 'circ', 'rectangle', 'triangle', 'rounded', '圆', 'rect', 'd', 'heart', 'p', 'ob', 'cir', 'Round', ' round', '圆形', 'flat']","tensor([5.8836e-01, 3.8788e-01, 6.3210e-03, 4.3748e-03, 3.8582e-03, 2.2519e-03,
        1.1913e-03, 9.4489e-04, 3.4775e-04, 2.7275e-04, 2.3888e-04, 2.0988e-04,
        1.6373e-04, 1.5044e-04, 1.1673e-04, 1.0739e-04, 1.0589e-04, 8.5725e-05,
        8.1509e-05, 7.7708e-05])",False,False
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'square', 'rectangle', 'white', 'circ', 'c', 'triangle', 'rect', 'rounded', 'heart', 'd', 'plate', '圆', 'oct', '圆形', 'ell', 'o', 'b']","tensor([5.4232e-01, 2.9045e-01, 1.1834e-01, 3.4747e-02, 5.1161e-03, 1.2824e-03,
        9.0007e-04, 8.3755e-04, 7.2549e-04, 6.9347e-04, 4.5924e-04, 4.0605e-04,
        3.1490e-04, 2.0514e-04, 1.6718e-04, 9.7921e-05, 9.7805e-05, 9.7267e-05,
        9.6665e-05, 8.8580e-05])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'd', 'tri', 'square', 'rectangle', 'star', 'round', 'oct', 'hex', 'tr', 'heart', 'bird', 'k', 'dragon', 'arrow', 't', 'rect', 'rain', 's', 'circle']","tensor([7.4878e-01, 1.5381e-01, 2.3278e-02, 2.2316e-02, 5.6326e-03, 5.0273e-03,
        4.2948e-03, 3.0839e-03, 2.9516e-03, 2.3713e-03, 1.8156e-03, 1.2531e-03,
        1.1157e-03, 9.8722e-04, 9.7945e-04, 9.5325e-04, 8.7709e-04, 6.2040e-04,
        6.1707e-04, 5.8475e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'oval', 'round', 'triangle', 'circle', 'hex', 'black', 'oct', 'd', 'tri', 'heart', 'ob', 'Rectangle', 'Square', ' rectangular', 'c', 'none', ' rectangle']","tensor([4.6789e-01, 4.3801e-01, 2.3907e-02, 1.7614e-02, 1.7514e-02, 1.1206e-02,
        3.0373e-03, 2.4776e-03, 1.9306e-03, 1.9230e-03, 1.3060e-03, 1.0219e-03,
        6.6803e-04, 5.8540e-04, 5.3634e-04, 4.8759e-04, 3.8322e-04, 3.0808e-04,
        2.9744e-04, 2.7973e-04])",False,False
 Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'rectangle', 'Rect', 'Round', 'round', 'rect', 'O', 'circle', 'S', 'triangle', 'Hex', 'Box', 'hex', 'C', 'box', ' square', 'Circle', 's']","tensor([0.4010, 0.3129, 0.0873, 0.0558, 0.0494, 0.0331, 0.0199, 0.0080, 0.0045,
        0.0037, 0.0021, 0.0018, 0.0017, 0.0016, 0.0008, 0.0007, 0.0007, 0.0007,
        0.0007, 0.0006])",False,True
 star<|im_end|>,star,"['star', 'stars', 'triangle', 'd', 'heart', 'circle', ' star', 'square', '星', 'Star', 'p', 'rectangle', 'hex', 'st', 'dog', 'cross', 'pent', 'round', 'aster', 'arrow']","tensor([9.9410e-01, 9.6190e-04, 7.9044e-04, 5.4386e-04, 3.4687e-04, 3.4402e-04,
        2.5429e-04, 1.8957e-04, 1.8767e-04, 1.6520e-04, 1.4749e-04, 1.0958e-04,
        1.0828e-04, 7.6995e-05, 7.6861e-05, 7.2916e-05, 6.4315e-05, 6.2918e-05,
        5.8596e-05, 3.3269e-05])",False,True
 diamond<|im_end|>,square,"['d', 'hex', 'square', 'rectangle', 'triangle', 'oct', 'rh', 'D', 'pent', 'yellow', 'di', 'round', 'he', 'rect', ' diamond', 'tr', 'p', 'circle', 'oval', 'tri']","tensor([9.8298e-01, 5.0828e-03, 3.1657e-03, 2.9276e-03, 1.5416e-03, 1.0571e-03,
        6.6085e-04, 2.4490e-04, 2.2580e-04, 2.0230e-04, 1.2493e-04, 1.2005e-04,
        5.6708e-05, 5.6185e-05, 4.5403e-05, 4.4504e-05, 4.2973e-05, 4.2461e-05,
        3.7211e-05, 3.6200e-05])",False,False
 square<|im_end|>,square,"['square', 'Square', 'rectangle', 'rect', 'Rectangle', 'Rect', 'd', 'triangle', 's', 'hex', 'S', 'Hex', 'white', 'oct', 'White', 'He', 'he', 'tri', ' square', '-square']","tensor([6.8669e-01, 2.4520e-01, 2.7120e-02, 7.5374e-03, 7.5336e-03, 6.7145e-03,
        2.6191e-03, 1.9971e-03, 1.6497e-03, 1.5197e-03, 9.9258e-04, 8.9420e-04,
        8.9075e-04, 7.7115e-04, 5.2504e-04, 4.1812e-04, 3.9906e-04, 3.8857e-04,
        3.5838e-04, 2.9227e-04])",False,True
 round<|im_end|>,circle,"['round', 'circle', 'oval', 'c', 'square', 'Round', 'rounded', 'circ', 'triangle', 'b', 'rectangle', ' round', 'rect', 's', 'cup', 'tri', 'd', 'm', 'heart', 'O']","tensor([8.8424e-01, 5.8148e-02, 2.8623e-02, 6.1401e-03, 5.5995e-03, 2.0447e-03,
        1.7698e-03, 1.5189e-03, 1.1716e-03, 9.0454e-04, 5.2128e-04, 3.4238e-04,
        3.4037e-04, 3.0869e-04, 3.0151e-04, 2.8320e-04, 2.8037e-04, 1.7149e-04,
        1.6332e-04, 1.6271e-04])",False,False
 heart<|im_end|>,heart,"['heart', 'he', 'round', 'circle', ' heart', 'oval', 'hex', 'triangle', 'Heart', 'rectangle', ' hearts', 'square', 'circ', 'c', 'love', 'b', 'd', '心', 'ring', 'star']","tensor([9.8728e-01, 5.5116e-03, 1.6428e-03, 1.5991e-03, 6.3457e-04, 2.4290e-04,
        2.2322e-04, 2.1554e-04, 1.8883e-04, 1.7053e-04, 1.6464e-04, 1.3421e-04,
        8.7640e-05, 7.9214e-05, 7.3556e-05, 5.4861e-05, 4.8079e-05, 4.7182e-05,
        3.6037e-05, 3.1038e-05])",False,True
 square<|im_end|>,square,"['square', 'round', 'heart', 'oval', 'triangle', 'rect', 'rectangle', 'tri', 'ir', 'stone', 'rock', 'Square', 'oct', 'd', 'star', 'he', 'hex', 'Heart', 'odd', 'circle']","tensor([0.4350, 0.2011, 0.1237, 0.0666, 0.0393, 0.0158, 0.0147, 0.0144, 0.0101,
        0.0057, 0.0056, 0.0051, 0.0035, 0.0023, 0.0020, 0.0019, 0.0019, 0.0016,
        0.0016, 0.0015])",False,True
 heart<|im_end|>,heart,"['heart', 'he', 'rectangle', ' heart', 'triangle', 'none', 'circle', 'square', 'hex', 'oval', 'star', 'Heart', 'd', 'round', 'love', 'cross', 'p', ' hearts', 'red', '心']","tensor([9.9446e-01, 1.9860e-03, 4.7477e-04, 3.2330e-04, 2.8155e-04, 2.2403e-04,
        2.2334e-04, 2.0982e-04, 1.6995e-04, 1.6650e-04, 1.1327e-04, 1.0458e-04,
        1.0006e-04, 7.9652e-05, 6.8563e-05, 5.1054e-05, 4.8869e-05, 4.3567e-05,
        2.7646e-05, 2.3837e-05])",False,True
 square<|im_end|>,square,"['square', 'Square', 'round', 'rect', 'Round', 'Rect', 'rectangle', 'Rectangle', 'O', 'oval', 'd', 'oct', 'white', 'White', 'circle', 'triangle', 'hex', 'The', 'tri', 'Hex']","tensor([0.5296, 0.2620, 0.0623, 0.0236, 0.0220, 0.0203, 0.0143, 0.0130, 0.0106,
        0.0095, 0.0037, 0.0032, 0.0026, 0.0025, 0.0014, 0.0013, 0.0013, 0.0012,
        0.0012, 0.0011])",False,True
 star<|im_end|>,star,"['star', 'Star', 'stars', 'triangle', 'round', 'square', 'Stars', '星', 'tri', 'Triangle', 'st', ' star', 'Square', 'heart', 'Tri', 'd', 'St', ' Star', 'ST', 'Heart']","tensor([8.3080e-01, 1.0150e-01, 3.8019e-02, 7.2880e-03, 4.0082e-03, 1.6114e-03,
        1.5343e-03, 1.0884e-03, 9.8575e-04, 9.7063e-04, 8.1930e-04, 7.7707e-04,
        6.4829e-04, 5.3161e-04, 5.2352e-04, 5.1381e-04, 3.7689e-04, 2.8533e-04,
        2.2762e-04, 2.0185e-04])",False,True
 rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'Rectangle', 'round', 'oval', ' rectangular', 'vertical', 'Square', ' rectangle', 'triangle', 's', 'sqrt', 'd', 'window', 'rounded', 'circle', 'frame', 'long', ' square']","tensor([7.7259e-01, 1.9457e-01, 2.4490e-02, 7.1210e-04, 6.7647e-04, 5.3695e-04,
        3.2068e-04, 2.5532e-04, 2.4059e-04, 2.3707e-04, 1.6519e-04, 1.3424e-04,
        1.2792e-04, 1.1636e-04, 1.1635e-04, 1.1590e-04, 1.1303e-04, 1.0795e-04,
        1.0563e-04, 9.3091e-05])",False,False
 triangle<|im_end|>,triangle,"['triangle', 'd', 'tri', 'tr', 'rectangle', 'square', 'Triangle', 'round', 'hex', 'arrow', 'cone', ' triangle', 'circle', 't', 'py', 'oct', 'p', 'pent', 'equ', 'trip']","tensor([9.6365e-01, 1.7781e-02, 1.1742e-02, 2.1703e-03, 3.9320e-04, 3.7554e-04,
        3.1791e-04, 3.0904e-04, 2.6697e-04, 2.4300e-04, 2.1715e-04, 1.8041e-04,
        1.7878e-04, 1.4679e-04, 1.1539e-04, 1.0576e-04, 7.1134e-05, 5.3057e-05,
        4.4427e-05, 3.5482e-05])",False,True
 star<|im_end|>,star,"['star', 'triangle', 'round', 'circle', 'square', 'heart', 'none', 'stars', 'd', 'st', 'rectangle', 'no', 'cross', 'oval', 'p', 'arrow', 'c', 'sp', 'tri', ' star']","tensor([8.5498e-01, 2.3811e-02, 1.8144e-02, 1.4742e-02, 1.2665e-02, 9.1641e-03,
        5.5816e-03, 4.7564e-03, 4.0449e-03, 3.8677e-03, 3.8179e-03, 3.3473e-03,
        3.0821e-03, 3.0585e-03, 2.1434e-03, 8.5002e-04, 8.2320e-04, 8.0934e-04,
        8.0603e-04, 7.6060e-04])",False,True
 heart<|im_end|>,heart,"['heart', 'triangle', 'he', 'round', 'square', 'rectangle', 'Heart', 'circle', ' heart', 'oval', 'p', 'hex', 'rect', 'd', 'love', 'half', 'star', 'b', 'oct', 'tri']","tensor([9.7857e-01, 3.7535e-03, 3.4170e-03, 2.6482e-03, 2.2118e-03, 1.0975e-03,
        1.0732e-03, 8.0777e-04, 7.7782e-04, 7.5926e-04, 4.1853e-04, 2.7001e-04,
        2.3406e-04, 2.0851e-04, 1.6776e-04, 1.0122e-04, 9.0797e-05, 7.3659e-05,
        7.3591e-05, 6.7371e-05])",False,True
 square<|im_end|>,square,"['square', 'Square', 'rectangle', 'rect', 'Rect', 'Rectangle', 's', 'S', 'hex', 'Hex', 'round', ' square', ' rectangular', 'd', 'T', 'triangle', 'sqrt', '-square', 'cube', 'tri']","tensor([6.7904e-01, 2.5048e-01, 2.7742e-02, 1.0001e-02, 9.5907e-03, 8.6473e-03,
        3.8407e-03, 3.4337e-03, 4.0893e-04, 3.1056e-04, 3.0579e-04, 2.7753e-04,
        2.2144e-04, 1.9733e-04, 1.7596e-04, 1.6923e-04, 1.6873e-04, 1.5739e-04,
        1.4630e-04, 1.3755e-04])",False,True
 circle<|im_end|>,circle,"['circle', 'round', 'oval', 'rectangle', 'square', 'circ', 'O', 'rect', 'triangle', 'o', 'Rectangle', 'Round', 'd', 'Square', 'c', 'oct', 'ell', 'hex', 'tri', 'C']","tensor([0.2975, 0.2279, 0.1671, 0.0697, 0.0557, 0.0358, 0.0177, 0.0113, 0.0098,
        0.0074, 0.0063, 0.0061, 0.0045, 0.0043, 0.0040, 0.0034, 0.0034, 0.0030,
        0.0029, 0.0029])",False,True
 square<|im_end|>,square,"['square', 'rectangle', 'rect', 'oval', 'Square', 's', 'white', 'round', 'triangle', 'd', ' square', '-square', 'hex', 'sqrt', 'circle', 'Rectangle', 'ob', ' rectangle', '_square', ' rectangular']","tensor([8.2939e-01, 1.6373e-01, 3.8622e-03, 4.5798e-04, 3.9191e-04, 2.1441e-04,
        2.0836e-04, 2.0045e-04, 1.7789e-04, 1.3470e-04, 1.0060e-04, 7.4830e-05,
        6.8773e-05, 6.3714e-05, 5.9442e-05, 5.3082e-05, 4.1812e-05, 3.0949e-05,
        2.9524e-05, 2.4639e-05])",False,True
