,ID,N_STENCILS,HUE_INDEX_A,HUE_INDEX_B,HUE_INDEX_C,HUE_INDEX_D,HUE_INDEX_E,HUE_INDEX_F,HUE_INDEX_G,HUE_INDEX_H,HUE_INDEX_I,HUE_INDEX_J,HUE_INDEX_K,HUE_INDEX_L,TARGET_HUE_INDEX,correct_answer,HUE_INDEX_A_sim,HUE_INDEX_B_sim,HUE_INDEX_C_sim,HUE_INDEX_D_sim,HUE_INDEX_E_sim,HUE_INDEX_F_sim,HUE_INDEX_G_sim,HUE_INDEX_H_sim,HUE_INDEX_I_sim,HUE_INDEX_J_sim,HUE_INDEX_K_sim,HUE_INDEX_L_sim
1580,1580,6,8,18,88,80,6,18,-1,-1,-1,-1,-1,-1,64,D,0.12,0.0799999999999998,0.52,0.68,0.16,0.0799999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1581,1581,6,51,53,77,45,42,77,-1,-1,-1,-1,-1,-1,94,F,0.1399999999999998,0.1799999999999998,0.6599999999999997,0.0199999999999997,0.0400000000000001,0.6599999999999997,0.0,0.0,0.0,0.0,0.0,0.0
1582,1582,6,89,37,45,11,92,7,-1,-1,-1,-1,-1,-1,85,A,0.9199999999999998,0.0400000000000001,0.1999999999999999,0.4799999999999998,0.8600000000000001,0.56,0.0,0.0,0.0,0.0,0.0,0.0
1583,1583,6,58,77,26,19,5,67,-1,-1,-1,-1,-1,-1,11,E,0.0599999999999999,0.3199999999999999,0.7,0.84,0.88,0.1200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1584,1584,6,51,27,88,21,6,27,-1,-1,-1,-1,-1,-1,4,E,0.06,0.54,0.6800000000000002,0.6599999999999999,0.96,0.54,0.0,0.0,0.0,0.0,0.0,0.0
1585,1585,6,82,44,44,63,3,32,-1,-1,-1,-1,-1,-1,48,C,0.3200000000000002,0.92,0.92,0.7,0.0999999999999999,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1586,1586,6,24,79,53,42,60,63,-1,-1,-1,-1,-1,-1,8,A,0.6799999999999999,0.4200000000000001,0.0999999999999999,0.3199999999999998,0.0399999999999999,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1587,1587,6,33,42,21,9,54,70,-1,-1,-1,-1,-1,-1,77,F,0.1200000000000001,0.3000000000000001,0.1199999999999997,0.3599999999999999,0.54,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1588,1588,6,59,15,63,72,40,54,-1,-1,-1,-1,-1,-1,54,F,0.9,0.2199999999999999,0.82,0.6400000000000001,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,1589,6,41,85,48,65,64,8,-1,-1,-1,-1,-1,-1,72,D,0.38,0.74,0.5200000000000001,0.8600000000000001,0.8400000000000001,0.2799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1590,1590,6,7,43,13,71,10,90,-1,-1,-1,-1,-1,-1,50,B,0.1399999999999999,0.8600000000000001,0.26,0.5800000000000001,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1591,1591,6,51,88,92,95,15,69,-1,-1,-1,-1,-1,-1,26,E,0.5,0.24,0.3199999999999998,0.3799999999999999,0.7799999999999999,0.1399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1592,1592,6,90,86,94,45,33,18,-1,-1,-1,-1,-1,-1,86,B,0.9200000000000002,1.0,0.84,0.1799999999999998,0.06,0.3600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1593,1593,6,57,70,17,96,9,88,-1,-1,-1,-1,-1,-1,23,C,0.3199999999999998,0.06,0.88,0.4600000000000001,0.72,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1594,1594,6,36,77,56,94,0,2,-1,-1,-1,-1,-1,-1,77,B,0.18,1.0,0.5800000000000001,0.6599999999999997,0.5399999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1595,1595,6,12,8,69,48,45,15,-1,-1,-1,-1,-1,-1,84,C,0.4400000000000003,0.5200000000000001,0.6999999999999998,0.2799999999999999,0.2199999999999998,0.3800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1596,1596,6,5,82,21,58,46,73,-1,-1,-1,-1,-1,-1,50,E,0.0999999999999999,0.3600000000000001,0.42,0.84,0.92,0.5399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1597,1597,6,48,59,81,1,70,88,-1,-1,-1,-1,-1,-1,46,A,0.96,0.74,0.2999999999999998,0.0999999999999999,0.52,0.1599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1598,1598,6,60,15,36,56,82,23,-1,-1,-1,-1,-1,-1,68,A,0.84,0.06,0.3599999999999999,0.7599999999999999,0.7200000000000002,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1599,1599,6,15,64,48,4,65,97,-1,-1,-1,-1,-1,-1,19,A,0.92,0.0999999999999999,0.4199999999999999,0.7,0.08,0.5599999999999997,0.0,0.0,0.0,0.0,0.0,0.0
1600,1600,6,1,61,70,80,11,3,-1,-1,-1,-1,-1,-1,72,C,0.4199999999999999,0.78,0.96,0.84,0.2199999999999999,0.3799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1601,1601,6,51,71,39,0,3,79,-1,-1,-1,-1,-1,-1,32,C,0.6200000000000001,0.22,0.86,0.36,0.4199999999999999,0.0599999999999997,0.0,0.0,0.0,0.0,0.0,0.0
1602,1602,6,59,5,21,84,43,12,-1,-1,-1,-1,-1,-1,57,A,0.96,0.0400000000000001,0.2799999999999999,0.4599999999999998,0.72,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1603,1603,6,81,49,57,28,19,46,-1,-1,-1,-1,-1,-1,50,B,0.3799999999999999,0.98,0.8599999999999999,0.56,0.38,0.92,0.0,0.0,0.0,0.0,0.0,0.0
1604,1604,6,87,10,68,15,86,39,-1,-1,-1,-1,-1,-1,16,D,0.4199999999999999,0.88,0.0400000000000001,0.98,0.4000000000000001,0.5399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1605,1605,6,72,7,43,91,20,38,-1,-1,-1,-1,-1,-1,52,C,0.6000000000000001,0.0999999999999998,0.82,0.2199999999999999,0.3599999999999999,0.72,0.0,0.0,0.0,0.0,0.0,0.0
1606,1606,6,80,11,37,2,41,49,-1,-1,-1,-1,-1,-1,77,A,0.94,0.3199999999999999,0.2000000000000001,0.5,0.28,0.44,0.0,0.0,0.0,0.0,0.0,0.0
1607,1607,6,24,9,13,64,97,16,-1,-1,-1,-1,-1,-1,15,F,0.82,0.88,0.96,0.02,0.6399999999999999,0.98,0.0,0.0,0.0,0.0,0.0,0.0
1608,1608,6,85,56,81,53,27,80,-1,-1,-1,-1,-1,-1,66,B,0.62,0.8,0.6999999999999998,0.7400000000000001,0.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0
1609,1609,6,51,28,2,77,54,99,-1,-1,-1,-1,-1,-1,94,F,0.1399999999999998,0.3200000000000002,0.8400000000000003,0.6599999999999997,0.1999999999999998,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1610,1610,6,54,86,22,26,89,45,-1,-1,-1,-1,-1,-1,84,B,0.3999999999999998,0.96,0.2400000000000002,0.16,0.9,0.2199999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1611,1611,6,69,96,25,36,51,72,-1,-1,-1,-1,-1,-1,54,E,0.7,0.1599999999999999,0.4199999999999999,0.6399999999999999,0.94,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1612,1612,6,98,77,93,60,85,5,-1,-1,-1,-1,-1,-1,83,E,0.7,0.8799999999999999,0.8,0.5399999999999999,0.96,0.56,0.0,0.0,0.0,0.0,0.0,0.0
1613,1613,6,50,26,90,74,23,1,-1,-1,-1,-1,-1,-1,35,B,0.7,0.8200000000000001,0.0999999999999999,0.2199999999999998,0.76,0.3199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1614,1614,6,82,85,35,57,26,52,-1,-1,-1,-1,-1,-1,8,E,0.4799999999999998,0.5399999999999999,0.4599999999999999,0.02,0.6399999999999999,0.12,0.0,0.0,0.0,0.0,0.0,0.0
1615,1615,6,2,77,4,18,33,85,-1,-1,-1,-1,-1,-1,15,D,0.74,0.24,0.78,0.94,0.64,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1616,1616,6,2,86,85,69,55,12,-1,-1,-1,-1,-1,-1,98,A,0.9200000000000002,0.76,0.74,0.4199999999999999,0.1399999999999999,0.7200000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1617,1617,6,27,33,15,34,0,44,-1,-1,-1,-1,-1,-1,57,F,0.3999999999999999,0.5199999999999999,0.1599999999999999,0.5399999999999999,0.1400000000000001,0.74,0.0,0.0,0.0,0.0,0.0,0.0
1618,1618,6,39,23,27,89,53,47,-1,-1,-1,-1,-1,-1,64,E,0.5,0.1799999999999998,0.26,0.4999999999999999,0.78,0.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1619,1619,6,70,10,73,67,73,22,-1,-1,-1,-1,-1,-1,36,F,0.3199999999999999,0.48,0.2599999999999999,0.3799999999999999,0.2599999999999999,0.72,0.0,0.0,0.0,0.0,0.0,0.0
1620,1620,6,59,72,42,51,58,21,-1,-1,-1,-1,-1,-1,30,F,0.4199999999999999,0.16,0.7599999999999999,0.5800000000000001,0.4399999999999999,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1621,1621,6,86,75,40,91,49,67,-1,-1,-1,-1,-1,-1,74,B,0.76,0.9800000000000002,0.3199999999999998,0.6600000000000001,0.4999999999999999,0.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1622,1622,6,16,80,43,87,50,40,-1,-1,-1,-1,-1,-1,81,B,0.3000000000000001,0.98,0.24,0.8800000000000002,0.3799999999999999,0.1799999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1623,1623,6,28,94,72,42,22,67,-1,-1,-1,-1,-1,-1,31,A,0.94,0.26,0.1800000000000001,0.7799999999999999,0.82,0.2799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1624,1624,6,10,57,84,1,51,6,-1,-1,-1,-1,-1,-1,95,D,0.7,0.2400000000000001,0.7800000000000002,0.8799999999999999,0.12,0.7799999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1625,1625,6,88,4,71,87,50,81,-1,-1,-1,-1,-1,-1,3,B,0.7,0.98,0.3599999999999999,0.6799999999999999,0.06,0.56,0.0,0.0,0.0,0.0,0.0,0.0
1626,1626,6,16,52,22,32,21,50,-1,-1,-1,-1,-1,-1,25,C,0.8200000000000001,0.4599999999999998,0.94,0.86,0.92,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1627,1627,6,39,48,33,82,75,0,-1,-1,-1,-1,-1,-1,98,F,0.18,0.0,0.3,0.6799999999999999,0.5399999999999999,0.96,0.0,0.0,0.0,0.0,0.0,0.0
1628,1628,6,32,31,44,10,10,9,-1,-1,-1,-1,-1,-1,25,B,0.86,0.8799999999999999,0.62,0.7,0.7,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1629,1629,6,95,74,75,64,49,11,-1,-1,-1,-1,-1,-1,86,A,0.8200000000000001,0.76,0.7799999999999998,0.5599999999999998,0.2599999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1630,1630,6,27,20,3,57,48,9,-1,-1,-1,-1,-1,-1,21,B,0.88,0.98,0.6399999999999999,0.2799999999999999,0.4599999999999999,0.76,0.0,0.0,0.0,0.0,0.0,0.0
1631,1631,6,73,67,69,42,23,54,-1,-1,-1,-1,-1,-1,70,C,0.94,0.94,0.98,0.44,0.06,0.68,0.0,0.0,0.0,0.0,0.0,0.0
1632,1632,6,65,27,41,85,77,75,-1,-1,-1,-1,-1,-1,19,B,0.08,0.8400000000000001,0.56,0.3199999999999999,0.1599999999999999,0.12,0.0,0.0,0.0,0.0,0.0,0.0
1633,1633,6,63,93,61,12,91,49,-1,-1,-1,-1,-1,-1,88,E,0.5,0.9,0.4599999999999998,0.5200000000000001,0.94,0.2199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1634,1634,6,98,60,94,45,72,64,-1,-1,-1,-1,-1,-1,36,D,0.2400000000000001,0.52,0.1600000000000002,0.82,0.28,0.4399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1635,1635,6,24,12,81,97,40,14,-1,-1,-1,-1,-1,-1,67,C,0.1399999999999999,0.0999999999999999,0.72,0.4000000000000001,0.4599999999999998,0.06,0.0,0.0,0.0,0.0,0.0,0.0
1636,1636,6,67,47,96,88,56,37,-1,-1,-1,-1,-1,-1,77,A,0.8000000000000002,0.4000000000000001,0.6199999999999999,0.7799999999999998,0.5800000000000001,0.2000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1637,1637,6,68,75,40,1,14,76,-1,-1,-1,-1,-1,-1,77,F,0.8200000000000001,0.96,0.26,0.5199999999999998,0.2599999999999999,0.9800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1638,1638,6,35,10,52,90,27,97,-1,-1,-1,-1,-1,-1,63,C,0.4399999999999999,0.06,0.78,0.4600000000000001,0.2799999999999999,0.3200000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1639,1639,6,98,51,23,42,53,66,-1,-1,-1,-1,-1,-1,57,E,0.18,0.8799999999999999,0.3199999999999998,0.7,0.92,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1640,1640,6,85,10,0,69,32,67,-1,-1,-1,-1,-1,-1,83,A,0.96,0.4600000000000001,0.6600000000000001,0.72,0.0200000000000001,0.68,0.0,0.0,0.0,0.0,0.0,0.0
1641,1641,6,72,89,45,53,8,71,-1,-1,-1,-1,-1,-1,94,B,0.5599999999999997,0.9,0.0199999999999997,0.1799999999999998,0.7200000000000002,0.5399999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1642,1642,6,19,16,60,86,18,99,-1,-1,-1,-1,-1,-1,63,C,0.12,0.0599999999999999,0.94,0.5399999999999999,0.0999999999999999,0.2799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1643,1643,6,68,83,33,27,75,82,-1,-1,-1,-1,-1,-1,33,C,0.2999999999999999,0.0,1.0,0.88,0.16,0.0200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1644,1644,6,55,28,70,70,14,55,-1,-1,-1,-1,-1,-1,73,D,0.6399999999999999,0.0999999999999999,0.94,0.94,0.18,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1645,1645,6,24,36,90,39,66,20,-1,-1,-1,-1,-1,-1,9,F,0.7,0.4600000000000001,0.6200000000000001,0.4,0.1399999999999999,0.78,0.0,0.0,0.0,0.0,0.0,0.0
1646,1646,6,11,18,96,40,98,68,-1,-1,-1,-1,-1,-1,63,F,0.0400000000000001,0.0999999999999999,0.3399999999999999,0.5399999999999999,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1647,1647,6,66,34,45,93,19,35,-1,-1,-1,-1,-1,-1,68,A,0.96,0.3199999999999999,0.5399999999999999,0.5,0.02,0.3399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1648,1648,6,82,57,58,92,12,22,-1,-1,-1,-1,-1,-1,33,F,0.0200000000000001,0.5199999999999999,0.4999999999999999,0.1799999999999998,0.5800000000000001,0.78,0.0,0.0,0.0,0.0,0.0,0.0
1649,1649,6,55,22,36,29,26,80,-1,-1,-1,-1,-1,-1,34,C,0.5800000000000001,0.76,0.96,0.9,0.8400000000000001,0.08,0.0,0.0,0.0,0.0,0.0,0.0
1650,1650,6,46,40,54,1,27,19,-1,-1,-1,-1,-1,-1,98,D,0.0400000000000001,0.16,0.12,0.94,0.4200000000000001,0.5799999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1651,1651,6,55,45,48,80,80,75,-1,-1,-1,-1,-1,-1,33,B,0.56,0.76,0.7,0.06,0.06,0.16,0.0,0.0,0.0,0.0,0.0,0.0
1652,1652,6,98,13,26,33,86,23,-1,-1,-1,-1,-1,-1,4,A,0.8800000000000002,0.82,0.56,0.42,0.6400000000000002,0.6200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1653,1653,6,83,45,65,33,97,13,-1,-1,-1,-1,-1,-1,1,E,0.6399999999999999,0.12,0.28,0.36,0.9199999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0
1654,1654,6,78,85,6,78,15,59,-1,-1,-1,-1,-1,-1,49,F,0.4199999999999999,0.28,0.1399999999999999,0.4199999999999999,0.3199999999999999,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1655,1655,6,23,54,54,79,13,15,-1,-1,-1,-1,-1,-1,18,F,0.9,0.2799999999999999,0.2799999999999999,0.22,0.9,0.94,0.0,0.0,0.0,0.0,0.0,0.0
1656,1656,6,46,82,75,75,75,24,-1,-1,-1,-1,-1,-1,21,F,0.5,0.2199999999999998,0.0799999999999998,0.0799999999999998,0.0799999999999998,0.94,0.0,0.0,0.0,0.0,0.0,0.0
1657,1657,6,79,37,25,3,80,27,-1,-1,-1,-1,-1,-1,20,C,0.1800000000000001,0.6599999999999999,0.9,0.6599999999999999,0.1999999999999999,0.86,0.0,0.0,0.0,0.0,0.0,0.0
1658,1658,6,78,98,17,47,86,6,-1,-1,-1,-1,-1,-1,90,E,0.76,0.84,0.4600000000000001,0.1400000000000001,0.9200000000000002,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1659,1659,6,77,14,10,0,82,4,-1,-1,-1,-1,-1,-1,62,A,0.7000000000000002,0.0399999999999999,0.0400000000000001,0.2400000000000001,0.6000000000000001,0.16,0.0,0.0,0.0,0.0,0.0,0.0
1660,1660,6,65,99,57,53,51,24,-1,-1,-1,-1,-1,-1,72,A,0.8600000000000001,0.4599999999999997,0.7000000000000002,0.6200000000000001,0.5800000000000001,0.0400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1661,1661,6,5,5,3,60,6,22,-1,-1,-1,-1,-1,-1,87,C,0.6399999999999999,0.6399999999999999,0.6799999999999999,0.4600000000000001,0.6199999999999999,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1662,1662,6,14,59,70,42,27,74,-1,-1,-1,-1,-1,-1,66,C,0.0399999999999999,0.8600000000000001,0.92,0.5200000000000001,0.22,0.8399999999999997,0.0,0.0,0.0,0.0,0.0,0.0
1663,1663,6,39,91,13,28,93,81,-1,-1,-1,-1,-1,-1,68,F,0.4199999999999999,0.5399999999999999,0.0999999999999999,0.1999999999999999,0.5,0.74,0.0,0.0,0.0,0.0,0.0,0.0
1664,1664,6,0,57,41,68,24,37,-1,-1,-1,-1,-1,-1,62,B,0.2400000000000001,0.9,0.5799999999999998,0.88,0.24,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1665,1665,6,93,35,97,86,12,4,-1,-1,-1,-1,-1,-1,28,B,0.3,0.86,0.3799999999999999,0.16,0.68,0.52,0.0,0.0,0.0,0.0,0.0,0.0
1666,1666,6,83,31,26,33,97,40,-1,-1,-1,-1,-1,-1,47,F,0.28,0.6799999999999999,0.58,0.7199999999999999,1.1102230246251563e-16,0.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1667,1667,6,7,95,97,91,32,7,-1,-1,-1,-1,-1,-1,14,F,0.86,0.6200000000000001,0.6600000000000001,0.5400000000000003,0.6399999999999999,0.86,0.0,0.0,0.0,0.0,0.0,0.0
1668,1668,6,58,97,53,8,41,89,-1,-1,-1,-1,-1,-1,71,A,0.7400000000000001,0.48,0.6400000000000001,0.2599999999999999,0.4,0.6399999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1669,1669,6,80,74,36,79,24,64,-1,-1,-1,-1,-1,-1,1,A,0.5799999999999998,0.4600000000000001,0.3,0.56,0.5399999999999999,0.26,0.0,0.0,0.0,0.0,0.0,0.0
1670,1670,6,70,40,32,20,62,34,-1,-1,-1,-1,-1,-1,4,D,0.3199999999999999,0.28,0.44,0.6799999999999999,0.16,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1671,1671,6,42,34,58,80,45,73,-1,-1,-1,-1,-1,-1,66,F,0.5200000000000001,0.3600000000000001,0.8400000000000001,0.72,0.5800000000000001,0.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1672,1672,6,94,89,48,9,29,85,-1,-1,-1,-1,-1,-1,56,C,0.2399999999999997,0.3399999999999997,0.8400000000000001,0.06,0.4600000000000001,0.4199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1673,1673,6,34,54,45,93,84,45,-1,-1,-1,-1,-1,-1,39,A,0.9,0.7,0.88,0.08,0.0999999999999998,0.88,0.0,0.0,0.0,0.0,0.0,0.0
1674,1674,6,98,88,90,68,32,86,-1,-1,-1,-1,-1,-1,73,D,0.5,0.7,0.6600000000000001,0.9,0.1799999999999998,0.74,0.0,0.0,0.0,0.0,0.0,0.0
1675,1675,6,83,82,42,52,50,78,-1,-1,-1,-1,-1,-1,59,D,0.52,0.54,0.6600000000000001,0.8600000000000001,0.82,0.62,0.0,0.0,0.0,0.0,0.0,0.0
1676,1676,6,46,4,79,95,52,38,-1,-1,-1,-1,-1,-1,76,C,0.3999999999999998,0.4400000000000003,0.94,0.6200000000000001,0.52,0.24,0.0,0.0,0.0,0.0,0.0,0.0
1677,1677,6,13,75,49,63,39,80,-1,-1,-1,-1,-1,-1,42,E,0.4199999999999999,0.3400000000000001,0.8600000000000001,0.5800000000000001,0.94,0.2400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1678,1678,6,44,16,97,22,25,13,-1,-1,-1,-1,-1,-1,18,B,0.48,0.96,0.5799999999999998,0.92,0.86,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1679,1679,6,68,5,62,16,3,50,-1,-1,-1,-1,-1,-1,73,A,0.9,0.3600000000000001,0.78,0.1400000000000001,0.4,0.5399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1680,1680,6,9,37,14,4,38,98,-1,-1,-1,-1,-1,-1,34,B,0.5,0.94,0.6,0.4,0.92,0.28,0.0,0.0,0.0,0.0,0.0,0.0
1681,1681,6,95,83,54,6,74,85,-1,-1,-1,-1,-1,-1,88,F,0.8600000000000001,0.9,0.3199999999999999,0.6399999999999999,0.7200000000000002,0.94,0.0,0.0,0.0,0.0,0.0,0.0
1682,1682,6,4,7,69,96,8,33,-1,-1,-1,-1,-1,-1,31,F,0.4599999999999999,0.52,0.24,0.3,0.5399999999999999,0.96,0.0,0.0,0.0,0.0,0.0,0.0
1683,1683,6,14,53,98,69,79,23,-1,-1,-1,-1,-1,-1,48,B,0.3199999999999999,0.9,0.0,0.5800000000000001,0.3799999999999999,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1684,1684,6,95,18,67,96,49,59,-1,-1,-1,-1,-1,-1,39,E,0.12,0.58,0.4399999999999999,0.1400000000000001,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
1685,1685,6,34,63,13,84,88,35,-1,-1,-1,-1,-1,-1,68,B,0.3199999999999999,0.9,0.0999999999999999,0.6799999999999999,0.6,0.3399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1686,1686,6,52,56,76,50,35,91,-1,-1,-1,-1,-1,-1,23,E,0.4199999999999999,0.3399999999999999,0.06,0.4599999999999999,0.76,0.3600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1687,1687,6,9,96,84,60,34,88,-1,-1,-1,-1,-1,-1,82,C,0.4600000000000001,0.7199999999999998,0.9599999999999996,0.56,0.0400000000000001,0.8799999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1688,1688,6,33,22,57,27,79,61,-1,-1,-1,-1,-1,-1,46,C,0.74,0.52,0.7799999999999998,0.6200000000000001,0.3399999999999997,0.7,0.0,0.0,0.0,0.0,0.0,0.0
1689,1689,6,3,96,4,92,36,95,-1,-1,-1,-1,-1,-1,79,D,0.5200000000000001,0.6600000000000001,0.5000000000000003,0.7400000000000002,0.1399999999999998,0.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1690,1690,6,95,12,38,30,46,4,-1,-1,-1,-1,-1,-1,5,F,0.8,0.86,0.3399999999999999,0.5,0.18,0.98,0.0,0.0,0.0,0.0,0.0,0.0
1691,1691,6,24,57,58,22,74,24,-1,-1,-1,-1,-1,-1,22,D,0.96,0.2999999999999999,0.2799999999999999,1.0,0.0400000000000002,0.96,0.0,0.0,0.0,0.0,0.0,0.0
1692,1692,6,82,59,11,68,85,41,-1,-1,-1,-1,-1,-1,72,D,0.8,0.7400000000000001,0.2199999999999999,0.9200000000000002,0.74,0.38,0.0,0.0,0.0,0.0,0.0,0.0
1693,1693,6,66,9,61,19,66,74,-1,-1,-1,-1,-1,-1,22,D,0.1200000000000001,0.74,0.22,0.94,0.1200000000000001,0.0400000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1694,1694,6,18,73,63,95,43,19,-1,-1,-1,-1,-1,-1,28,F,0.8,0.0999999999999999,0.2999999999999999,0.3399999999999999,0.7,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1695,1695,6,87,33,44,53,14,10,-1,-1,-1,-1,-1,-1,76,A,0.7800000000000002,0.1399999999999999,0.3599999999999999,0.5399999999999999,0.2400000000000001,0.3200000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1696,1696,6,48,1,58,56,53,82,-1,-1,-1,-1,-1,-1,90,F,0.16,0.7799999999999998,0.3600000000000001,0.3199999999999999,0.26,0.84,0.0,0.0,0.0,0.0,0.0,0.0
1697,1697,6,79,7,53,35,94,44,-1,-1,-1,-1,-1,-1,11,B,0.3600000000000002,0.92,0.1599999999999999,0.52,0.6600000000000001,0.3399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1698,1698,6,1,0,83,15,9,2,-1,-1,-1,-1,-1,-1,33,D,0.36,0.3399999999999999,0.0,0.64,0.52,0.38,0.0,0.0,0.0,0.0,0.0,0.0
1699,1699,6,14,27,10,99,57,82,-1,-1,-1,-1,-1,-1,99,D,0.7000000000000003,0.4400000000000003,0.7800000000000002,1.0,0.1599999999999999,0.6599999999999997,0.0,0.0,0.0,0.0,0.0,0.0
1700,1700,6,97,87,47,35,46,22,-1,-1,-1,-1,-1,-1,99,A,0.9599999999999996,0.7599999999999998,0.0400000000000001,0.2800000000000001,0.0600000000000002,0.5400000000000003,0.0,0.0,0.0,0.0,0.0,0.0
1701,1701,6,86,3,40,80,30,98,-1,-1,-1,-1,-1,-1,11,B,0.5,0.84,0.4199999999999999,0.38,0.62,0.74,0.0,0.0,0.0,0.0,0.0,0.0
1702,1702,6,92,61,84,62,11,7,-1,-1,-1,-1,-1,-1,68,D,0.5200000000000001,0.8599999999999999,0.6799999999999999,0.88,0.1400000000000001,0.22,0.0,0.0,0.0,0.0,0.0,0.0
1703,1703,6,91,72,33,35,53,86,-1,-1,-1,-1,-1,-1,37,D,0.08,0.3000000000000001,0.92,0.96,0.68,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1704,1704,6,76,1,3,76,20,98,-1,-1,-1,-1,-1,-1,64,D,0.7599999999999999,0.26,0.2199999999999999,0.7599999999999999,0.12,0.3199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1705,1705,6,27,62,86,2,14,87,-1,-1,-1,-1,-1,-1,55,B,0.44,0.8599999999999999,0.3799999999999999,0.06,0.18,0.3600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1706,1706,6,85,13,85,60,26,48,-1,-1,-1,-1,-1,-1,42,F,0.1400000000000001,0.4199999999999999,0.1400000000000001,0.6400000000000001,0.6799999999999999,0.88,0.0,0.0,0.0,0.0,0.0,0.0
1707,1707,6,5,63,88,70,83,49,-1,-1,-1,-1,-1,-1,92,C,0.74,0.4200000000000001,0.9200000000000002,0.56,0.8200000000000001,0.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
